feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,activity
0.0,0.40212371945381165,0.6749672293663025,0.0,0.5736950039863586,0.7787774205207825,0.5546609163284302,0.0,0.00011304103827569634,0.0,0.21924938261508942,7.100920811353717e-06,0.002141454489901662,0.30843842029571533,0.0,0.04669807478785515,0.2655048966407776,0.0,0.2875099182128906,0.00019205051648896188,0.0,0.0,0.5926157236099243,0.3748936951160431,0.0,0.0,0.0,0.0,0.0,0.36382150650024414,0.5367875099182129,0.6859643459320068,1.0
0.0,0.4024260342121124,0.6774752140045166,0.0,0.573551595211029,0.7786208391189575,0.5571293234825134,0.0,5.176037302589975e-05,0.0,0.21937617659568787,7.100920811353717e-06,0.0018913844833150506,0.30960777401924133,0.0,0.04185425490140915,0.26388025283813477,0.0,0.2882247865200043,0.0004916253965348005,0.0,0.0,0.5941258072853088,0.3738213777542114,0.0,0.0,0.0,0.0,0.0,0.36655542254447937,0.5391221046447754,0.6856949925422668,1.0
0.0,0.4019430875778198,0.6766052842140198,0.0,0.5723785161972046,0.7768069505691528,0.5563783645629883,0.0,0.00015230088320095092,0.0,0.21834656596183777,0.0,0.0021309491712599993,0.30922016501426697,0.0,0.04025264084339142,0.26332294940948486,0.0,0.2872787415981293,0.0005529851769097149,0.0,0.0,0.5933939218521118,0.37294620275497437,0.0,0.0,0.0,0.0,0.0,0.36666545271873474,0.5381831526756287,0.6843383312225342,1.0
0.0,0.40362346172332764,0.6733860969543457,0.0,0.5742709636688232,0.7775022983551025,0.5529700517654419,0.0,0.00015972641995176673,0.0,0.2189614176750183,8.291332051157951e-06,0.002280939370393753,0.30651113390922546,0.0,0.045023903250694275,0.26470479369163513,0.0,0.2860616147518158,0.0006091417744755745,0.0,0.0,0.5924418568611145,0.3736392557621002,0.0,0.0,0.0,0.0,0.0,0.36261460185050964,0.5351248383522034,0.6857901811599731,1.0
0.0,0.40565913915634155,0.679206371307373,0.0,0.5763683915138245,0.77977454662323,0.5586283206939697,0.0,5.918591341469437e-05,0.0,0.2238396853208542,0.00033070199424400926,0.0011635622940957546,0.3086862564086914,0.0,0.040238216519355774,0.26095786690711975,0.0,0.2908605933189392,0.0010696232784539461,6.218285761860898e-06,0.0,0.596750020980835,0.37149348855018616,0.0,0.0,0.0,0.0,0.0,0.3668307065963745,0.5410868525505066,0.6873978972434998,1.0
0.0,0.40695181488990784,0.6811493039131165,0.0,0.5763320326805115,0.7772367000579834,0.5605719089508057,0.0,0.0003840201534330845,0.0,0.23124511539936066,0.00099883449729532,0.00050299585564062,0.30912476778030396,0.0,0.03659319132566452,0.25493931770324707,0.0,0.2955743670463562,0.0033287862315773964,8.890772733138874e-05,0.0,0.5982986688613892,0.3662883937358856,0.0,0.0,0.0,0.0,0.0,0.367458701133728,0.5439439415931702,0.6856203675270081,1.0
0.0,0.40966925024986267,0.6836462020874023,0.0,0.5785833597183228,0.7780696153640747,0.5628654360771179,0.0,0.0003840201534330845,0.0,0.2360391914844513,0.001175388228148222,0.000183910655323416,0.3092149496078491,0.0,0.033485930413007736,0.25160250067710876,0.0,0.29871708154678345,0.005850555375218391,0.00010810347157530487,0.0,0.600863516330719,0.3637206256389618,0.0,0.0,0.0,0.0,0.0,0.3684629201889038,0.5468051433563232,0.6868326663970947,1.0
0.0,0.41091135144233704,0.682248592376709,0.0,0.5794415473937988,0.7777788043022156,0.5613268613815308,0.0,0.00041806744411587715,0.0,0.23737099766731262,0.0016237464733421803,0.00019466178491711617,0.3078385889530182,0.0,0.03403553366661072,0.25124457478523254,0.0,0.2983437776565552,0.008642567321658134,0.0004996004281565547,0.0,0.6007537841796875,0.3631250262260437,0.0,0.0,0.0,0.0,0.0,0.36657437682151794,0.5455531477928162,0.6871931552886963,1.0
0.0,0.41029855608940125,0.6803833842277527,0.0,0.5783305764198303,0.7758920192718506,0.5595501661300659,0.0,0.00041806744411587715,0.0,0.23698732256889343,0.0017334165750071406,0.00024514918914064765,0.3069297671318054,0.0,0.03441200032830238,0.25120478868484497,0.0,0.2974444031715393,0.009633411653339863,0.0005039598327130079,0.0,0.5994539260864258,0.36260083317756653,0.0,0.0,0.0,0.0,0.0,0.3650929927825928,0.5438392758369446,0.6858183145523071,1.0
0.0,0.4091578722000122,0.6797072887420654,0.0,0.5768598318099976,0.7745985984802246,0.5589517951011658,0.0,0.0,0.0,0.23478099703788757,0.0004326869093347341,0.00010722233855631202,0.3068046569824219,0.0,0.03260260075330734,0.2510492503643036,0.0,0.29608941078186035,0.008658219128847122,4.359469130577054e-06,0.0,0.5985410213470459,0.3623543679714203,0.0,0.0,0.0,0.0,0.0,0.3654453158378601,0.5429350733757019,0.6845066547393799,1.0
