feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,activity
0.0,0.4797694981098175,0.7718274593353271,0.0,0.6637118458747864,0.8725931644439697,0.6426548361778259,0.0,3.3646148949628696e-05,0.0,0.29476529359817505,0.004004722461104393,0.0,0.3203800320625305,0.0,0.02509292960166931,0.24095198512077332,0.0,0.3538734018802643,0.02214966155588627,0.00021333101904019713,0.012919101864099503,0.6861504912376404,0.37129703164100647,0.0,0.0,0.0,0.0,0.0,0.41566938161849976,0.6306524276733398,0.7677749395370483,1.0
0.0,0.47982507944107056,0.7715750932693481,0.0,0.6629291772842407,0.8707351088523865,0.6424832940101624,0.0,2.7602693080552854e-05,0.0,0.29686030745506287,0.005311044864356518,0.0,0.32006776332855225,0.0,0.022690406069159508,0.2387547791004181,0.0,0.3549173176288605,0.02441307157278061,0.000371999223716557,0.014807322062551975,0.6860543489456177,0.3693239390850067,0.0,0.0,0.0,0.0,0.0,0.4154624044895172,0.6307333707809448,0.7663707733154297,1.0
0.0,0.47966718673706055,0.7761585712432861,0.0,0.6623270511627197,0.8707085251808167,0.6472399234771729,0.0,0.0,0.0,0.298040509223938,0.005542677827179432,0.0,0.32282593846321106,0.0,0.01568365842103958,0.2361012101173401,0.0,0.35767674446105957,0.02367004193365574,0.0012214065063744783,0.01121955830603838,0.6884860992431641,0.3677312433719635,0.0,0.0,0.0,0.0,0.0,0.42045632004737854,0.6352741718292236,0.7658297419548035,1.0
0.0,0.48201704025268555,0.7769721746444702,0.0,0.6646682024002075,0.8719729781150818,0.6477952599525452,0.0,0.0003355050866957754,0.0,0.2996429204940796,0.005606277845799923,0.0,0.32237911224365234,0.0,0.01655261032283306,0.23552457988262177,0.0,0.3581724464893341,0.026772670447826385,0.0014491997426375747,0.015250840224325657,0.690171480178833,0.36731454730033875,0.0,0.0,0.0,0.0,0.0,0.4200708866119385,0.6360275745391846,0.7672854065895081,1.0
0.0,0.4823724925518036,0.7817456126213074,0.0,0.6668546199798584,0.8778455257415771,0.6524515151977539,0.0,0.0004475551249925047,0.0,0.297296404838562,0.0040975455194711685,0.0,0.32472851872444153,0.0,0.016456425189971924,0.23830710351467133,0.0,0.35902640223503113,0.021326590329408646,0.0007839718018658459,0.01309130061417818,0.6930640935897827,0.37094950675964355,0.0,0.0,0.0,0.0,0.0,0.42444074153900146,0.6400783658027649,0.7712976336479187,1.0
0.0,0.479009211063385,0.7841154336929321,0.0,0.6649648547172546,0.8806053996086121,0.6551998853683472,0.0,6.443065649364144e-05,0.0,0.2882556915283203,0.001575188129208982,0.0,0.32806187868118286,0.0,0.0131157748401165,0.24295537173748016,0.0,0.3557129204273224,0.011660024523735046,0.00029678497230634093,0.002849138341844082,0.6925523281097412,0.3759270906448364,0.0,0.0,0.0,0.0,0.0,0.4295133948326111,0.6412849426269531,0.7724574208259583,1.0
0.0,0.4786553382873535,0.7780246734619141,0.0,0.6635504364967346,0.8761447668075562,0.6491641402244568,0.0,0.0001078225759556517,0.0,0.2895301878452301,0.002468319144099951,0.0,0.32533490657806396,0.0,0.01772579550743103,0.24263228476047516,0.0,0.35370153188705444,0.01615210995078087,0.0008004208211787045,0.005383577663451433,0.688780665397644,0.3743270933628082,0.0,0.0,0.0,0.0,0.0,0.4233761429786682,0.6359145641326904,0.7696760296821594,1.0
0.0,0.4773809611797333,0.7859327793121338,0.0,0.66237473487854,0.8770751953125,0.6572332382202148,0.0,0.0001078225759556517,0.0,0.29264014959335327,0.003184835659340024,0.0,0.33063533902168274,0.0,0.010360386222600937,0.23825804889202118,0.0,0.35906562209129333,0.012966582551598549,0.0008241946925409138,0.0042305514216423035,0.6923603415489197,0.3720741271972656,0.0,0.0,0.0,0.0,0.0,0.43113020062446594,0.6438647508621216,0.769241213798523,1.0
0.0,0.4770372807979584,0.7958786487579346,0.0,0.6622810959815979,0.8800404071807861,0.6671934127807617,0.0,0.0,0.0,0.2910650074481964,0.0009957519359886646,0.0,0.33653968572616577,0.0,0.00011194823309779167,0.23527100682258606,0.0,0.3618158996105194,0.008757947012782097,2.377387136220932e-05,0.00014518717944156379,0.6975268721580505,0.37136340141296387,0.0,0.0,0.0,0.0,0.0,0.44186878204345703,0.6528040766716003,0.7702749371528625,1.0
0.0,0.47590768337249756,0.7951327562332153,0.0,0.6614346504211426,0.8797324895858765,0.6666693091392517,0.0,0.0,0.0,0.2900213897228241,0.0011883813422173262,0.0,0.3365843594074249,0.0,0.000996794318780303,0.2364000678062439,0.0,0.3616015613079071,0.007137898821383715,0.00015693447494413704,0.0,0.6965065598487854,0.3721478283405304,0.0,0.0,0.0,0.0,0.0,0.4417465329170227,0.6521567702293396,0.7698714733123779,1.0
